timestamp,biogas,biomass,geo,hydro,imports,nuclear,smhydro,solarpv,solarth,thermal,wind,carbon
2017-01-01 08:00:00+00:00,185.0,228.0,1006.0,2204.0,9355.0,2266.0,318.0,0.0,0.0,5797.0,945.0,7104.759
2017-01-01 09:00:00+00:00,185.0,221.0,1006.0,2032.0,9067.0,2267.0,316.0,0.0,0.0,4538.0,1690.0,6391.914
2017-01-01 10:00:00+00:00,185.0,224.0,1006.0,2174.0,9028.0,2266.0,304.0,0.0,0.0,3521.0,1890.0,5901.063
2017-01-01 11:00:00+00:00,185.0,222.0,1006.0,2012.0,8643.0,2265.0,303.0,0.0,0.0,3188.0,2286.0,5576.03
2017-01-01 12:00:00+00:00,185.0,224.0,1007.0,1930.0,8126.0,2265.0,303.0,0.0,0.0,3343.0,2607.0,5421.135
2017-01-01 13:00:00+00:00,185.0,223.0,1007.0,2178.0,8215.0,2266.0,313.0,0.0,0.0,3145.0,2875.0,5372.179
2017-01-01 14:00:00+00:00,184.0,224.0,1008.0,2345.0,8634.0,2266.0,356.0,0.0,0.0,3206.0,2878.0,5589.418
2017-01-01 15:00:00+00:00,184.0,221.0,1008.0,2535.0,8901.0,2267.0,365.0,678.0,0.0,3128.0,2168.0,5695.242
2017-01-01 16:00:00+00:00,183.0,225.0,1007.0,2080.0,6973.0,2268.0,365.0,3457.0,22.0,3030.0,1970.0,4910.322
2017-01-01 17:00:00+00:00,184.0,228.0,1006.0,1691.0,5443.0,2268.0,269.0,5058.0,210.0,3128.0,2049.0,4348.512
2017-01-01 18:00:00+00:00,186.0,227.0,1006.0,2072.0,5202.0,2268.0,274.0,4824.0,413.0,3072.0,1856.0,4207.44
2017-01-01 19:00:00+00:00,184.0,229.0,1005.0,1806.0,4600.0,2268.0,270.0,5549.0,361.0,3159.0,1765.0,4008.539
2017-01-01 20:00:00+00:00,190.0,229.0,1005.0,1920.0,4027.0,2268.0,252.0,5765.0,217.0,3170.0,2028.0,3768.682
2017-01-01 21:00:00+00:00,190.0,231.0,1005.0,1835.0,4016.0,2266.0,244.0,5701.0,199.0,3214.0,2233.0,3783.566
2017-01-01 22:00:00+00:00,190.0,231.0,1005.0,1829.0,4574.0,2267.0,248.0,5297.0,169.0,3434.0,2268.0,4117.914
2017-01-01 23:00:00+00:00,190.0,228.0,1006.0,2171.0,6398.0,2266.0,319.0,3252.0,254.0,3817.0,2210.0,5022.785
2017-01-02 00:00:00+00:00,192.0,228.0,1007.0,2597.0,8258.0,2264.0,398.0,0.0,2.0,5826.0,2395.0,6647.86
2017-01-02 01:00:00+00:00,191.0,229.0,1007.0,3216.0,9637.0,2265.0,453.0,0.0,0.0,6564.0,2439.0,7614.97
2017-01-02 02:00:00+00:00,191.0,227.0,1007.0,3158.0,9870.0,2266.0,455.0,0.0,0.0,6766.0,2662.0,7816.1
2017-01-02 03:00:00+00:00,186.0,228.0,1007.0,3023.0,9506.0,2265.0,452.0,0.0,0.0,7010.0,2730.0,7766.792
2017-01-02 04:00:00+00:00,184.0,227.0,1007.0,2911.0,9061.0,2267.0,452.0,0.0,0.0,6986.0,2812.0,7556.054
2017-01-02 05:00:00+00:00,190.0,227.0,1007.0,2449.0,8814.0,2266.0,396.0,0.0,0.0,6733.0,2844.0,7326.417
2017-01-02 06:00:00+00:00,190.0,228.0,1006.0,2183.0,8657.0,2266.0,359.0,0.0,0.0,6179.0,2496.0,6991.055
2017-01-02 07:00:00+00:00,191.0,227.0,1007.0,2044.0,8397.0,2267.0,320.0,0.0,0.0,5425.0,2381.0,6518.915
2017-01-02 08:00:00+00:00,188.0,225.0,1007.0,2148.0,8042.0,2267.0,317.0,0.0,0.0,5080.0,1894.0,6191.48
2017-01-02 09:00:00+00:00,189.0,226.0,1007.0,1851.0,7548.0,2266.0,302.0,0.0,0.0,4908.0,2054.0,5890.616
2017-01-02 10:00:00+00:00,188.0,226.0,1007.0,1821.0,7176.0,2267.0,277.0,0.0,0.0,4801.0,2133.0,5674.291
2017-01-02 11:00:00+00:00,188.0,226.0,1007.0,1672.0,7176.0,2267.0,271.0,0.0,0.0,5008.0,1937.0,5768.402
2017-01-02 12:00:00+00:00,189.0,221.0,1007.0,1923.0,7261.0,2267.0,281.0,0.0,0.0,5052.0,1853.0,5826.234
2017-01-02 13:00:00+00:00,188.0,221.0,1007.0,1973.0,7721.0,2267.0,326.0,0.0,0.0,5407.0,1738.0,6197.579
2017-01-02 14:00:00+00:00,190.0,220.0,1008.0,2234.0,8235.0,2267.0,388.0,0.0,0.0,5622.0,1834.0,6531.402
2017-01-02 15:00:00+00:00,193.0,220.0,1008.0,2442.0,8388.0,2266.0,392.0,238.0,0.0,5812.0,1767.0,6700.722
2017-01-02 16:00:00+00:00,193.0,221.0,1007.0,2430.0,8258.0,2267.0,398.0,1129.0,0.0,5651.0,1864.0,6609.303
2017-01-02 17:00:00+00:00,194.0,221.0,1007.0,2226.0,7927.0,2268.0,325.0,1908.0,0.0,6173.0,1653.0,6738.273
2017-01-02 18:00:00+00:00,194.0,222.0,1007.0,2190.0,7717.0,2266.0,324.0,2593.0,0.0,6473.0,1373.0,6813.093
2017-01-02 19:00:00+00:00,194.0,221.0,1007.0,2095.0,7746.0,2268.0,313.0,2880.0,0.0,6142.0,1566.0,6685.742
2017-01-02 20:00:00+00:00,195.0,222.0,1006.0,2108.0,7547.0,2268.0,265.0,2873.0,0.0,5941.0,1788.0,6504.941
2017-01-02 21:00:00+00:00,195.0,223.0,1006.0,2294.0,7366.0,2267.0,265.0,2428.0,2.0,6022.0,1857.0,6443.202
